date,ac
2012-2-7,8.31
2012-2-8,8.49
2012-2-9,8.64
2012-2-10,8.57
2012-2-13,8.57
2012-2-14,8.58
2012-2-15,8.68
2012-2-16,8.53
2012-2-17,8.41
2012-2-20,8.41
2012-2-21,8.41
2012-2-22,8.55
2012-2-23,8.68
2012-2-24,8.71
2012-2-27,8.9
2012-2-28,8.82
2012-2-29,8.58
2012-3-1,8.58
2012-3-2,8.84
2012-3-5,8.72
2012-3-6,8.87
2012-3-7,9.63
2012-3-8,9.71
2012-3-9,10.16
2012-3-12,10.18
2012-3-13,10.2
2012-3-14,9.76
2012-3-15,10.09
2012-3-16,10.76
2012-3-19,10.5
2012-3-20,10.22
2012-3-21,10.1
2012-3-22,9.96
2012-3-23,9.7
2012-3-26,10.06
2012-3-27,9.99
2012-3-28,9.54
2012-3-29,9.4
2012-3-30,9.3
2012-4-5,9.83
2012-4-6,9.95
2012-4-9,9.81
2012-4-10,9.86
2012-4-11,9.81
2012-4-12,10.12
2012-4-13,10.12
2012-4-16,10.15
2012-4-17,10.17
2012-4-18,10.52
2012-4-19,10.35
2012-4-20,10.21
2012-4-23,9.94
2012-4-24,10.03
2012-4-25,10.03
2012-4-26,9.94
2012-4-27,9.41
2012-5-2,9.5
2012-5-3,9.46
2012-5-7,9.8
2012-5-8,9.78
2012-5-9,9.56
2012-5-10,9.41
2012-5-11,9.39
2012-5-14,9.23
2012-5-15,9.52
2012-5-16,9.26
2012-5-17,9.41
2012-5-18,9.37
2012-5-21,9.35
2012-5-22,9.44
2012-5-23,9.32
2012-5-24,8.8
2012-5-25,8.49
2012-5-28,8.6
2012-5-29,8.7
2012-5-30,8.69
2012-5-31,8.88
2012-6-1,8.76
2012-6-4,8.45
2012-6-5,8.37
2012-6-6,8.4
2012-6-7,8.32
2012-6-8,8.26
2012-6-11,8.43
2012-6-12,8.53
2012-6-13,8.66
2012-6-14,8.54
2012-6-15,8.53
2012-6-18,8.57
2012-6-19,8.45
2012-6-20,8.48
2012-6-21,8.28
2012-6-25,8.06
2012-6-26,8.08
2012-6-27,8.08
2012-6-28,8.03
2012-6-29,8.14
2012-7-2,8.32
2012-7-3,8.39
2012-7-4,8.3
2012-7-5,8.04
2012-7-6,8.24
2012-7-9,8.15
2012-7-10,8.24
2012-7-11,7.97
2012-7-12,7.88
2012-7-13,7.85
2012-7-16,7.06
2012-7-17,7.01
2012-7-18,7.1
2012-7-19,7.08
2012-7-20,6.64
2012-7-23,6.5
2012-7-24,6.55
2012-7-25,6.45
2012-7-26,6.22
2012-7-27,6.15
2012-7-30,6.16
2012-7-31,6.22
2012-8-1,6.27
2012-8-2,6.15
2012-8-3,6.24
2012-8-6,6.3
2012-8-7,6.36
2012-8-8,6.25
2012-8-9,6.31
2012-8-10,6.3
2012-8-13,6.14
2012-8-14,5.7
2012-8-15,6.27
2012-8-16,5.99
2012-8-17,5.96
2012-8-20,5.99
2012-8-21,5.86
2012-8-22,5.87
2012-8-23,5.89
2012-8-24,5.81
2012-8-27,5.63
2012-8-28,5.75
2012-8-29,5.83
2012-8-30,5.9
2012-8-31,5.84
2012-9-3,5.95
2012-9-4,6.19
2012-9-5,6.47
2012-9-6,6.45
2012-9-7,6.64
2012-9-10,6.63
2012-9-11,6.79
2012-9-12,6.82
2012-9-13,6.67
2012-9-14,6.59
2012-9-17,6.33
2012-9-18,6.38
2012-9-19,6.45
2012-9-20,6.26
2012-9-21,5.87
2012-9-24,5.97
2012-9-26,5.92
2012-9-27,6.16
2012-9-28,6.73
2012-10-8,6.64
2012-10-9,6.8
2012-10-10,6.93
2012-10-11,6.79
2012-10-12,6.63
2012-10-15,6.61
2012-10-16,6.6
2012-10-17,6.63
2012-10-18,6.87
2012-10-19,6.81
2012-10-22,6.96
2012-10-23,6.88
2012-10-24,6.83
2012-10-25,6.73
2012-10-26,6.59
2012-10-29,6.72
2012-10-30,6.48
2012-10-31,6.54
2012-11-1,6.77
2012-11-2,6.72
2012-11-5,6.63
2012-11-6,6.66
2012-11-7,6.59
2012-11-8,6.48
2012-11-9,6.53
2012-11-12,6.45
2012-11-13,6.18
2012-11-14,6.11
2012-11-15,6.12
2012-11-16,6.11
2012-11-19,6
2012-11-20,5.98
2012-11-21,6.02
2012-11-22,5.95
2012-11-23,6.01
2012-11-26,5.96
2012-11-27,5.88
2012-11-28,5.77
2012-11-29,5.71
2012-11-30,5.7
2012-12-3,5.66
2012-12-4,5.73
2012-12-5,6
2012-12-6,5.99
2012-12-7,6.07
2012-12-10,6.13
2012-12-11,6
2012-12-12,5.98
2012-12-13,5.81
2012-12-14,6.12
2012-12-17,6.2
2012-12-18,6.28
2012-12-19,6.36
2012-12-20,6.27
2012-12-21,6.24
2012-12-24,6.22
2012-12-25,6.45
2012-12-26,6.47
2012-12-27,6.44
2012-12-28,6.5
2012-12-31,6.45
2013-1-4,6.76
2013-1-7,6.95
2013-1-8,6.87
2013-1-9,6.73
2013-1-10,6.9
2013-1-11,6.69
2013-1-14,6.93
2013-1-15,7.25
2013-1-16,7.3
2013-1-17,7.16
2013-1-18,7.27
2013-1-21,7.25
2013-1-22,7.18
2013-1-23,7.28
2013-1-24,7.04
2013-1-25,7.03
2013-1-28,7.15
2013-1-29,7.04
2013-1-30,7.05
2013-1-31,6.91
2013-2-1,6.93
2013-2-4,6.95
2013-2-5,7.01
2013-2-6,7.03
2013-2-7,7.03
2013-2-8,7.06
2013-2-18,6.83
2013-2-19,6.6
2013-2-20,6.85
2013-2-21,6.73
2013-2-22,6.71
2013-2-25,6.61
2013-2-26,6.35
2013-2-27,6.35
2013-2-28,6.43
2013-3-1,6.35
2013-3-4,6.08
2013-3-5,6.13
2013-3-6,6.48
2013-3-7,6.31
2013-3-8,6.34
2013-3-11,6.37
2013-3-12,6.21
2013-3-13,6.04
2013-3-14,6.04
2013-3-15,6.04
2013-3-18,6.07
2013-3-19,6.23
2013-3-20,6.35
2013-3-21,6.35
2013-3-22,6.57
2013-3-25,6.53
2013-3-26,6.35
2013-3-27,6.34
2013-3-28,6.17
2013-3-29,6.18
2013-4-1,6.05
2013-4-2,6.01
2013-4-3,6
2013-4-8,5.93
2013-4-9,5.99
2013-4-10,6.03
2013-4-11,5.95
2013-4-12,5.94
2013-4-15,5.91
2013-4-16,5.99
2013-4-17,5.96
2013-4-18,6
2013-4-19,6.09
2013-4-22,6.04
2013-4-23,5.88
2013-4-24,5.84
2013-4-25,5.76
2013-4-26,5.7
2013-5-2,5.55
2013-5-3,5.62
2013-5-6,5.75
2013-5-7,5.7
2013-5-8,5.69
2013-5-9,5.97
2013-5-10,5.92
2013-5-13,5.91
2013-5-14,5.71
2013-5-15,5.75
2013-5-16,5.82
2013-5-17,5.9
2013-5-20,5.96
2013-5-21,6.19
2013-5-22,6.05
2013-5-23,6.05
2013-5-24,6.06
2013-5-27,6.03
2013-5-28,6.13
2013-5-29,6.17
2013-5-30,6.11
2013-5-31,6.12
2013-6-3,6.08
2013-6-4,5.99
2013-6-5,6.03
2013-6-6,5.93
2013-6-7,5.65
2013-6-13,5.45
2013-6-14,5.49
2013-6-17,5.47
2013-6-18,5.42
2013-6-19,5.38
2013-6-20,5.25
2013-6-21,5.22
2013-6-24,4.85
2013-6-25,4.89
2013-6-26,4.85
2013-6-27,4.85
2013-6-28,4.9
2013-7-1,4.89
2013-7-2,4.88
2013-7-3,4.85
2013-7-4,5.01
2013-7-5,4.93
2013-7-8,4.86
2013-7-9,4.83
2013-7-10,4.89
2013-7-11,5.15
2013-7-12,5.04
2013-7-15,5.22
2013-7-16,5.34
2013-7-17,5.28
2013-7-18,5.24
2013-7-19,5.77
2013-7-22,5.77
2013-7-23,5.83
2013-7-24,5.82
2013-7-25,5.92
2013-7-26,5.8
2013-7-29,5.44
2013-7-30,5.46
2013-7-31,5.53
2013-8-1,5.59
2013-8-2,5.8
2013-8-5,6.03
2013-8-6,6.64
2013-8-7,6.59
2013-8-8,7.03
2013-8-9,6.91
2013-8-12,6.96
2013-8-13,6.77
2013-8-14,6.86
2013-8-15,6.73
2013-8-16,6.45
2013-8-19,6.68
2013-8-20,6.84
2013-8-21,7.42
2013-8-22,7.36
2013-8-23,7.81
2013-8-26,7.87
2013-8-27,7.89
2013-8-28,7.67
2013-8-29,7.64
2013-8-30,7.82
2013-9-2,7.99
2013-9-3,7.98
2013-9-4,7.86
2013-9-5,7.94
2013-9-6,7.76
2013-9-9,7.91
2013-9-10,8.7
2013-9-11,8.6
2013-9-12,9.07
2013-9-13,9.12
2013-9-16,10.03
2013-9-17,10.41
2013-9-18,10.68
2013-9-23,11.74
2013-9-24,12.92
2013-9-25,12.27
2013-9-26,11.51
2013-9-27,11.42
2013-9-30,12.56
2013-10-8,12.64
2013-10-9,12.8
2013-10-10,13.68
2013-10-11,13.21
2013-10-14,13.39
2013-10-15,12.6
2013-10-16,12.42
2013-10-17,11.94
2013-10-18,12.49
2013-10-21,12.92
2013-10-22,12.13
2013-10-23,11.11
2013-10-24,10.88
2013-10-25,10.26
2013-10-29,11.28
2013-10-30,11.62
2013-10-31,10.46
2013-11-1,9.57
2013-11-4,9.61
2013-11-5,10.57
2013-11-6,10.08
2013-11-7,10.42
2013-11-8,10.47
2013-11-11,10.28
2013-11-12,10.12
2013-11-13,9.81
2013-11-14,10.07
2013-11-15,10.22
2013-11-18,10.61
2013-11-19,10.71
2013-11-20,10.61
2013-11-21,11.48
2013-11-22,11.17
2013-11-25,10.75
2013-11-26,10.58
2013-11-27,10.89
2013-11-28,10.65
2013-11-29,10.71
2013-12-2,9.64
2013-12-3,9.62
2013-12-4,9.69
2013-12-5,9.49
2013-12-6,9.58
2013-12-9,9.44
2013-12-10,9.87
2013-12-11,9.79
2013-12-12,9.86
2013-12-13,9.72
2013-12-16,9.01
2013-12-17,9.01
2013-12-18,9.25
2013-12-19,9
2013-12-20,9.5
2013-12-23,9.22
2013-12-24,9.12
2013-12-25,9.22
2013-12-26,8.9
2013-12-27,8.98
2013-12-30,8.91
2013-12-31,8.83
2014-1-2,8.9
2014-1-3,9.16
2014-1-6,8.81
2014-1-7,8.98
2014-1-8,9.18
2014-1-9,9.19
2014-1-10,9.07
2014-1-13,8.91
2014-1-14,9.11
2014-1-15,9.34
2014-1-16,9.31
2014-1-17,9.19
2014-1-20,9.35
2014-1-21,9.48
2014-1-22,9.83
2014-1-23,9.82
2014-1-24,10.03
2014-1-27,10.59
2014-1-28,10.34
2014-1-29,10.58
2014-1-30,10.15
2014-2-7,10.15
2014-2-10,10.28
2014-2-11,10.04
2014-2-12,10.4
2014-2-13,10.02
2014-2-14,10.07
2014-2-17,10.38
2014-2-18,10.36
2014-2-19,11.12
2014-2-20,10.77
2014-2-21,10.46
2014-2-24,10.13
2014-2-25,9.55
2014-2-26,9.29
2014-2-27,9.04
2014-2-28,9.14
2014-3-3,9.02
2014-3-4,8.97
2014-3-5,9.2
2014-3-6,9.25
2014-3-7,9.12
2014-3-10,8.53
2014-3-11,8.27
2014-3-12,7.51
2014-3-13,7.67
2014-3-14,7.52
2014-3-17,7.65
2014-3-18,7.67
2014-3-19,7.51
2014-3-20,7.02
2014-3-21,7.23
2014-3-24,7.26
2014-3-25,7.44
2014-3-26,7.38
2014-3-27,7.18
2014-3-28,7.05
2014-3-31,6.86
2014-4-1,7.04
2014-4-2,7.05
2014-4-3,7.01
2014-4-4,7.14
2014-4-8,7.25
2014-4-9,7.28
2014-4-10,7.32
2014-4-11,7.35
2014-4-14,7.41
2014-4-15,7.23
2014-4-16,7.16
2014-4-17,7.26
2014-4-18,7.2
2014-4-21,6.9
2014-4-22,6.87
2014-4-23,6.86
2014-4-24,6.85
2014-4-25,6.56
2014-4-28,6.18
2014-4-29,6.3
2014-4-30,6.23
2014-5-5,6.29
2014-5-6,6.32
2014-5-7,6.05
2014-5-8,6.1
2014-5-9,6.07
2014-5-12,6.36
2014-5-13,6.26
2014-5-14,6.28
2014-5-15,6.09
2014-5-16,6.33
2014-5-19,6.31
2014-5-20,6.38
2014-5-21,6.6
2014-5-22,6.53
2014-5-23,6.5
2014-5-26,6.55
2014-5-27,6.42
2014-5-28,6.75
2014-5-29,6.61
2014-5-30,6.79
2014-6-3,6.7
2014-6-4,6.57
2014-6-5,6.71
2014-6-6,6.87
2014-6-9,7.36
2014-6-10,7.38
2014-6-11,7.22
2014-6-12,7.09
2014-6-13,7.13
2014-6-16,7.11
2014-6-17,6.92
2014-6-18,6.73
2014-6-19,6.42
2014-6-20,6.31
2014-6-23,6.45
2014-6-24,6.41
2014-6-25,6.42
2014-6-26,6.44
2014-6-27,6.46
2014-6-30,6.41
2014-7-1,6.52
2014-7-2,6.64
2014-7-3,6.6
2014-7-4,6.54
2014-7-7,6.52
2014-7-8,6.39
2014-7-9,6.28
2014-7-10,6.28
2014-7-11,6.43
2014-7-14,6.4
2014-7-15,6.5
2014-7-16,6.54
2014-7-17,6.41
2014-7-18,6.38
2014-7-21,6.32
2014-7-22,6.35
2014-7-23,6.26
2014-7-24,6.35
2014-7-25,6.48
2014-7-28,7
2014-7-29,6.87
2014-7-30,6.87
2014-7-31,6.89
2014-8-1,6.72
2014-8-4,6.81
2014-8-5,7.02
2014-8-6,6.96
2014-8-7,6.89
2014-8-8,7
2014-8-11,7.12
2014-8-12,7.05
2014-8-13,7.02
2014-8-14,7.12
2014-8-15,7.22
2014-8-18,7.5
2014-8-19,7.39
2014-8-20,7.75
2014-8-21,7.93
2014-8-22,7.88
2014-8-25,7.58
2014-8-26,7.51
2014-8-27,7.53
2014-8-28,7.21
2014-8-29,7.23
2014-9-1,7.44
2014-9-2,7.51
2014-9-5,7.67
2014-9-9,7.72
2014-9-10,7.77
2014-9-11,7.7
2014-9-12,8.13
2014-9-15,8.29
2014-9-16,7.95
2014-9-17,8.57
2014-9-18,8.58
2014-9-19,8.47
2014-9-22,8.12
2014-9-23,8.14
2014-9-24,8.16
2014-9-25,8.44
2014-9-26,8.46
2014-9-29,8.48
2014-9-30,8.37
2014-10-8,8.29
2014-10-9,8.34
2014-10-10,8.39
2014-10-13,8.31
2014-10-14,8.34
2014-10-15,8.43
2014-10-16,8.05
2014-10-17,7.77
2014-10-20,7.85
2014-10-21,7.88
2014-10-22,7.81
2014-10-23,7.57
2014-10-24,7.51
2014-10-27,7.61
2014-10-28,7.75
2014-10-29,7.94
2014-10-30,7.85
2014-10-31,8.06
2014-11-3,8.08
2014-11-4,7.94
2014-11-5,8.25
2014-11-6,8.17
2014-11-7,8.16
2014-11-10,8.23
2014-11-11,7.77
2014-11-12,7.78
2014-11-13,7.57
2014-11-14,7.57
2014-11-17,7.66
2014-11-18,7.57
2014-11-19,7.73
2014-11-20,7.66
2014-11-21,7.64
2014-11-24,7.71
2014-11-25,7.74
2014-11-26,7.8
2014-11-27,7.9
2014-11-28,8.14
2014-12-1,8.03
2014-12-2,8.08
2014-12-3,8.5
2014-12-4,8.64
2014-12-5,8.18
2014-12-8,8.2
2014-12-9,8.47
2014-12-10,8.82
2014-12-11,8.71
2014-12-12,8.75
2014-12-15,9.05
2014-12-16,8.93
2014-12-17,9.15
2014-12-18,8.96
2014-12-19,8.83
2014-12-22,8.81
2014-12-23,8.75
2014-12-24,8.99
2014-12-25,9
2014-12-26,9.09
2014-12-29,9.22
2014-12-30,8.82
2014-12-31,8.8
2015-1-5,9.15
2015-1-6,9.27
2015-1-7,9.13
2015-1-8,9.32
2015-1-9,9.16
2015-1-12,8.87
2015-1-13,8.92
2015-1-14,8.83
2015-1-15,8.91
2015-1-16,9.19
2015-1-19,8.63
2015-1-20,8.89
2015-1-21,9.17
2015-1-22,9.31
2015-1-23,9.12
2015-1-26,10.03
2015-1-27,10.33
2015-1-28,10.16
2015-1-29,10.66
2015-1-30,10.46
2015-2-2,10.1
2015-2-3,11.11
2015-2-4,11.15
2015-2-5,11.29
2015-2-6,10.75
2015-2-9,10.54
2015-2-10,10.98
2015-2-11,10.96
2015-2-12,11.05
2015-2-13,11.29
2015-2-16,11.95
2015-2-17,11.73
2015-2-25,11.42
2015-2-26,11.44
2015-2-27,11.42
2015-3-2,11.8
2015-3-3,11.63
2015-3-4,11.53
2015-3-5,11.97
2015-3-6,11.47
2015-3-9,11.24
2015-3-10,11.27
2015-3-11,11.34
2015-3-12,10.97
2015-3-13,11.08
2015-3-16,11.67
2015-3-17,11.61
2015-3-18,12.52
2015-3-19,12.63
2015-3-20,12.57
2015-3-23,12.68
2015-3-24,12.5
2015-3-25,13.38
2015-3-26,12.8
2015-3-27,12.88
2015-3-30,12.9
2015-3-31,12.78
2015-4-1,12.94
2015-4-2,13.3
2015-4-3,13.15
2015-4-7,13.27
2015-4-8,12.84
2015-4-9,12.44
2015-4-10,12.56
2015-4-13,12.7
2015-4-14,12.58
2015-4-15,12.1
2015-4-16,12.26
2015-4-17,12.56
2015-4-20,12.06
2015-4-21,12.5
2015-4-22,13.17
2015-4-23,13.84
2015-4-24,13.38
2015-4-27,13.3
2015-4-28,12.64
2015-4-29,12.84
2015-4-30,12.81
2015-5-4,13.64
2015-5-5,13.7
2015-5-6,15.07
2015-5-7,14.28
2015-5-8,15.71
2015-5-11,17.29
2015-5-12,18.23
2015-5-13,19.55
2015-5-14,18.98
2015-5-15,18.64
2015-5-18,18.62
2015-5-19,18.76
2015-5-20,18.53
2015-5-21,19.46
2015-5-22,19.52
2015-5-25,19.53
2015-5-26,21.48
2015-5-27,20.84
2015-5-28,18.75
2015-5-29,18.16
2015-6-1,19.04
2015-6-2,19.62
2015-6-3,18.91
2015-6-4,18.53
2015-6-5,19.12
2015-6-8,19.72
2015-6-9,20.82
2015-6-10,20.98
2015-6-11,22.35
2015-6-12,21.22
2015-6-15,20.36
2015-6-16,20.5
2015-6-17,20.39
2015-6-18,18.96
2015-6-19,17.7
2015-6-23,18.27
2015-6-24,18.61
2015-6-25,17.49
2015-6-26,15.74
2015-6-29,14.16
2015-6-30,15
2015-7-1,14.86
2015-7-2,13.73
2015-7-3,12.44
2015-7-6,12.78
2015-7-7,11.51
2015-7-10,12.65
2015-7-13,13.92
2015-7-14,14.54
2015-7-15,13.09
2015-7-16,13.39
2015-7-17,14.29
2015-7-20,15.23
2015-7-21,15.59
2015-7-22,15.59
2015-7-23,15.89
2015-7-24,15.09
2015-7-27,13.58
2015-7-28,13.65
2015-7-29,14.24
2015-7-30,13.35
2015-7-31,13.52
2015-8-11,14.87
2015-8-12,16.36
2015-8-13,18
2015-8-14,19.8
2015-8-17,19.36
2015-8-18,18.9
2015-8-19,19.25
2015-8-20,17.62
2015-8-21,16.33
2015-8-24,14.69
2015-8-25,13.22
2015-8-26,13.33
2015-8-27,13.78
2015-8-28,15.16
2015-8-31,14.12
2015-9-1,12.71
2015-9-2,13.07
2015-9-7,13.72
2015-9-8,14.07
2015-9-9,14.36
2015-9-10,13.71
2015-9-11,13.73
2015-9-14,12.36
2015-9-15,11.18
2015-9-16,12.3
2015-9-17,11.83
2015-9-18,11.91
2015-9-21,12.38
2015-9-22,12.85
2015-9-23,12.35
2015-9-24,12.52
2015-9-25,12.09
2015-9-28,12.23
2015-9-29,11.82
2015-9-30,11.88
2015-10-8,12.45
2015-10-9,12.79
2015-10-12,13.62
2015-10-13,13.58
2015-10-14,13.72
2015-10-15,14.39
2015-10-16,14.31
2015-10-19,14.17
2015-10-20,15.6
2015-10-21,14.63
2015-10-22,16.07
2015-10-23,15.96
2015-10-26,15.8
2015-10-27,15.83
2015-10-28,15.1
2015-10-29,15.64
2015-10-30,15.94
2015-11-2,16.13
2015-11-3,15.73
2015-11-4,16.66
2015-11-5,16.68
2015-11-6,16.96
2015-11-9,16.73
2015-11-10,16.5
2015-11-11,16.06
2015-11-12,15.33
2015-11-13,15.23
2015-11-16,15.32
2015-11-17,14.91
2015-11-18,14.81
2015-11-19,15
2015-11-20,14.86
2015-11-23,14.98
2015-11-24,14.82
2015-11-25,14.9
2015-11-26,14.68
2015-11-27,13.31
2015-11-30,13.46
2015-12-1,13.31
2015-12-2,13.59
2015-12-3,13.68
2015-12-4,13.32
2015-12-7,13.89
2015-12-8,13.38
2015-12-9,13.14
2015-12-10,13.08
2015-12-11,13.1
2015-12-14,13.26
2015-12-15,13.44
2015-12-16,13.3
2015-12-17,13.8
2015-12-18,13.6
2015-12-21,14.01
2015-12-22,13.88
2015-12-23,13.62
2015-12-24,13.72
2015-12-25,13.63
2015-12-28,13.24
2015-12-29,13.41
2015-12-30,13.48
2015-12-31,13.18
2016-1-4,11.98
2016-1-5,11.88
2016-1-6,12.45
2016-1-7,11.33
2016-1-8,11.67
2016-1-11,11.37
2016-1-12,11.38
2016-1-13,11.11
2016-1-14,11.32
2016-1-15,10.81
2016-1-18,11.03
2016-1-19,11.78
2016-1-20,11.95
2016-1-21,11.36
2016-1-22,11.56
2016-1-25,11.47
2016-1-26,10.39
2016-1-27,10.38
2016-1-28,10.1
2016-1-29,10.43
2016-2-1,10.31
2016-2-2,10.54
2016-2-3,10.58
2016-2-4,10.78
2016-2-5,10.78
2016-2-15,10.74
2016-2-16,11.18
2016-2-17,11.36
2016-2-18,11.15
2016-2-19,11.17
2016-2-22,11.35
2016-2-23,11.08
2016-2-24,11.66
2016-2-25,10.73
2016-2-26,10.81
2016-2-29,10.08
2016-3-1,10.26
2016-3-2,10.68
2016-3-3,10.62
2016-3-4,10.46
2016-3-7,10.6
2016-3-8,10.63
2016-3-9,10.3
2016-3-10,10.11
2016-3-11,10.29
2016-3-14,10.59
2016-3-15,10.48
2016-3-16,10.32
2016-3-17,10.64
2016-3-18,11.37
2016-3-21,11.47
2016-3-22,11.53
2016-3-23,11.67
2016-3-24,11.3
2016-3-25,11.42
2016-3-28,11.15
2016-3-29,10.92
2016-3-30,11.31
2016-3-31,11.22
2016-4-1,11.04
2016-4-5,11.41
2016-4-6,11.51
2016-4-7,11.2
2016-4-8,11.66
2016-4-11,11.74
2016-4-12,11.55
2016-4-13,11.64
2016-4-14,11.65
2016-4-15,11.83
2016-4-18,11.57
2016-4-19,11.56
2016-4-20,10.92
2016-4-21,10.75
2016-4-22,10.83
2016-4-25,11
2016-4-26,11
2016-4-27,10.81
2016-4-28,10.89
2016-4-29,10.94
2016-5-3,11.15
2016-5-4,11.04
2016-5-5,11.03
2016-5-6,10.57
2016-5-9,10.24
2016-5-10,10.29
2016-5-11,10.22
2016-5-12,10.1
2016-5-13,10.13
2016-5-16,10.34
2016-5-17,10.35
2016-5-18,10.32
2016-5-19,10.33
2016-5-20,10.35
2016-5-23,10.38
2016-5-24,10.26
2016-5-25,10.4
2016-5-26,10.39
2016-5-27,10.34
2016-5-30,10.28
2016-5-31,10.86
2016-6-1,10.99
2016-6-2,10.9
2016-6-3,11.58
2016-6-6,11.79
2016-6-7,11.43
2016-6-8,11.2
2016-6-13,10.71
2016-6-14,10.76
2016-6-15,10.96
2016-6-16,10.76
2016-6-17,10.78
2016-6-20,10.77
2016-6-21,10.69
2016-6-22,10.74
2016-6-23,10.58
2016-6-24,10.43
2016-6-27,10.56
2016-6-28,10.6
2016-6-29,10.64
2016-6-30,10.7
2016-7-1,10.58
2016-7-4,10.73
2016-7-5,10.87
2016-7-6,10.79
2016-7-7,10.72
2016-7-8,10.7
2016-7-11,10.69
2016-7-12,10.81
2016-7-13,10.92
2016-7-14,10.87
2016-7-15,10.78
2016-7-18,10.88
2016-7-19,10.91
2016-7-20,10.88
2016-7-21,10.87
2016-7-22,10.73
2016-7-25,10.73
2016-7-26,10.89
2016-7-27,10.45
2016-7-28,10.48
2016-7-29,10.41
2016-8-1,10.3
2016-8-2,10.37
2016-8-3,10.37
2016-8-4,10.41
2016-8-5,10.74
2016-8-8,11.17
2016-8-9,11.15
2016-8-10,11.02
2016-8-11,10.81
2016-8-12,11.14
2016-8-15,11.25
2016-8-16,11.13
2016-8-17,11.36
2016-8-18,11.17
2016-8-19,11.09
2016-8-22,11.08
2016-8-23,10.99
2016-8-24,10.96
2016-8-25,10.85
2016-8-26,10.86
2016-8-29,10.91
2016-8-30,10.91
2016-8-31,10.94
2016-9-1,10.88
2016-9-2,10.96
2016-9-5,10.95
2016-9-6,10.97
2016-9-7,11.12
2016-9-8,11.09
2016-9-9,10.95
2016-9-12,10.55
2016-9-13,10.6
2016-9-14,10.59
2016-9-19,10.67
2016-9-20,10.66
2016-9-21,10.68
2016-9-22,10.76
2016-9-23,10.76
2016-9-26,10.52
2016-9-27,10.67
2016-9-28,10.68
2016-9-29,10.7
2016-9-30,10.68
2016-10-10,10.93
2016-10-11,10.96
2016-10-12,10.91
2016-10-13,10.93
2016-10-14,10.91
2016-10-17,10.83
2016-10-18,11.03
2016-10-19,11.07
2016-10-20,11.14
2016-10-21,11.02
2016-10-24,11.23
2016-10-25,11.24
2016-10-26,11.3
2016-10-27,11.24
2016-10-28,11.09
2016-10-31,11.04
2016-11-1,11.13
2016-11-2,10.97
2016-11-3,11.24
2016-11-4,11.16
2016-11-7,11.14
2016-11-8,11.21
2016-11-9,10.97
2016-11-10,11.07
2016-11-11,10.97
2016-11-14,10.95
2016-11-15,11.02
2016-11-16,11.01
2016-11-17,11.1
2016-11-18,11.05
2016-11-21,11.07
2016-11-22,11.08
2016-11-23,11.2
2016-11-24,11.06
2016-11-25,11.08
2016-11-28,11.18
2016-11-29,11.11
2016-11-30,11.5
2016-12-1,11.53
2016-12-2,11.64
2016-12-5,11.55
2016-12-6,11.85
2016-12-7,12.34
2016-12-8,12.19
2016-12-9,11.93
2016-12-12,11.41
2016-12-13,11.45
2016-12-14,11.37
2016-12-15,11.63
2016-12-16,11.77
2016-12-19,11.42
2016-12-20,11.24
2016-12-21,11.31
2016-12-22,11.43
2016-12-23,11.39
2016-12-26,11.44
2016-12-27,11.52
2016-12-28,11.38
2016-12-29,11.44
2016-12-30,11.28
2017-1-3,11.62
2017-1-4,11.63
2017-1-5,11.59
2017-1-6,11.41
2017-1-9,11.39
2017-1-10,11.59
2017-1-11,11.53
2017-1-12,11.28
2017-1-13,10.92
2017-1-16,10.63
2017-1-17,10.76
2017-1-18,10.73
2017-1-19,10.65
2017-1-20,10.75
2017-1-23,10.81
2017-1-24,10.77
2017-1-25,10.83
2017-1-26,10.91
2017-2-3,10.89
2017-2-6,10.93
2017-2-7,10.89
2017-2-8,10.81
2017-2-9,10.82
2017-2-10,10.88
2017-2-13,11.04
2017-2-14,10.96
2017-2-15,10.91
2017-2-16,10.98
2017-2-17,11.06
2017-2-20,11.09
2017-2-21,11.38
2017-2-22,11.24
2017-2-23,11.11
2017-2-24,11.1
2017-2-27,11.04
2017-2-28,11.17
2017-3-1,11.2
2017-3-2,11.04
2017-3-3,11.04
2017-3-6,11.07
2017-3-7,11
2017-3-8,10.94
2017-3-9,10.82
2017-3-10,10.83
2017-3-13,10.87
2017-3-14,10.84
2017-3-15,10.85
2017-3-16,10.92
2017-3-17,10.77
2017-3-20,10.73
2017-3-21,10.78
2017-3-22,10.68
2017-3-23,10.69
2017-3-24,10.75
2017-3-27,10.75
2017-3-28,10.72
2017-3-29,10.66
2017-3-30,10.54
2017-3-31,10.64
2017-4-5,10.8
2017-4-6,10.78
2017-4-7,10.79
2017-4-10,10.67
2017-4-11,10.7
2017-4-12,10.66
2017-4-13,10.67
2017-4-14,10.56
2017-4-17,10.46
2017-4-18,10.44
2017-4-19,10.31
2017-4-20,10.3
2017-4-21,10.3
2017-4-24,10.09
2017-4-25,10.1
2017-4-26,10.05
2017-4-27,9.97
2017-4-28,9.97
2017-5-2,10.25
2017-5-3,10.23
2017-5-4,10.14
2017-5-5,9.97
2017-5-8,9.95
2017-5-9,10
2017-5-10,10.02
2017-5-11,10.06
2017-5-12,10.12
2017-5-15,10.25
2017-5-16,10.27
2017-5-17,10.4
2017-5-18,10.29
2017-5-19,10.35
2017-5-22,10.45
2017-5-23,10.27
